mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur
54	54	212	212	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	874						
54	54	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	875						
55	55	216	216	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	876	ornamentTrill					
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	877						
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	878						
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	879						
55	55	219	219	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	880						
55	55	216	216	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	881						
55	55	218	218	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	882						
56	56	220	220	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	883	ornamentTurn					
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	884						
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	885						
56	56	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	886						
56	56	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	887	ornamentTrill					
56	56	220	220	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	888						
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4		r16	1/4	1	889						
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4		r16	1/4	1	890						
57	57	224	224	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	891						
57	57	224	224	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	892						
57	57	226	226	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	893	ornamentTrill					
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	894						
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	895						
57	57	224	224	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	896						
57	57	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	897						
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	898						
58	58	230	230	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	899	ornamentTrill					
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	900						
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	901						
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	902						
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	903						
59	59	232	232	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	904						
59	59	929/4	929/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	905						
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	906						
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	907						
59	59	233	233	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	908						
59	59	933/4	933/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	909						
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	910						
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	911						
59	59	234	234	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	912						
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	913						
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	914						
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	915						
59	59	235	235	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	916						
59	59	941/4	941/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	917						
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	918						
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	919						
59	59	232	232	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	920						
60	60	236	236	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	921						
60	60	945/4	945/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	922						
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	923						
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	924						
60	60	237	237	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	925						
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	926						
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	927						
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	928						
60	60	238	238	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	929						
60	60	953/4	953/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	930						
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	931						
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	932						
60	60	239	239	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	933						
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	934						
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	935						
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	936						
60	60	236	236	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	937						
60	60	237	237	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	938						
60	60	238	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	939						
60	60	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	940						
61	61	240	240	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	941						
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	942						
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	943						
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	944						
61	61	241	241	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	945						
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	946						
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	947						
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	948						
61	61	242	242	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	949						
61	61	240	240	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	950						
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	951						
61	61	241	241	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	952						
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	953						
61	61	242	242	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	954						
62	62	244	244	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	955						
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	956						
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	957						
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	958						
62	62	245	245	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	959						
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	960						
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	961						
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	962						
62	62	246	246	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	963						
62	62	985/4	985/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	964						
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	965						
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	966						
62	62	247	247	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	967						
62	62	989/4	989/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	968						
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	969						
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	970						
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	971						
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	972						
62	62	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	973						
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	974						
63	63	248	248	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	975						
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	976						
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	977						
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	978						
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	979						
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	980						
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	981						
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	982						
63	63	248	248	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	983						
63	63	993/4	993/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	984						
63	63	497/2	497/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	985						
63	63	995/4	995/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	986						
63	63	249	249	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	987						
63	63	997/4	997/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	988						
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	989						
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	990						
63	63	250	250	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	991						
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	992						
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	993						
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	994						
63	63	251	251	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	995						
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	996						
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	997						
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	998						
64	64	252	252	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	999						
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1000						
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1001						
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1002						
64	64	253	253	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1003						
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1004						
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1005						
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1006						
64	64	254	254	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1007						
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1008						
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1009						
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1010						
64	64	255	255	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1011						
64	64	1021/4	1021/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1012						
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1013						
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1014						
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1015						
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1016						
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1017						
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1018						
65	65	256	256	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1019						
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1020						
65	65	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1021						
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1022						
65	65	258	258	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1023						
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1024						
65	65	259	259	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1025						
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1026						
65	65	256	256	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1027						
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1028						
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1029						
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1030						
65	65	257	257	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1031						
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1032						
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1033						
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1034						
65	65	258	258	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1035						
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1036						
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1037						
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1038						
65	65	259	259	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1039						
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1040						
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1041						
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1042						
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1043						
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1044						
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1045						
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1046						
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1047						
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1048						
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1049						
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1050						
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1051						
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1052						
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1053						
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1054						
66	66	263	263	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1055						
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1056						
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1057						
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1058						
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1059						
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1060						
66	66	262	262	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1061						
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1062						
67	67	264	264	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1063						
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1064						
67	67	265	265	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1065						
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1066						
67	67	266	266	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1067						
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1068						
67	67	267	267	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1069						
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1070						
67	67	264	264	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1071						
67	67	1057/4	1057/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1072						
67	67	529/2	529/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1073						
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1074						
67	67	265	265	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1075						
67	67	1061/4	1061/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1076						
67	67	531/2	531/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1077						
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1078						
67	67	266	266	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1079						
67	67	1065/4	1065/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1080						
67	67	533/2	533/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1081						
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1082						
67	67	267	267	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1083						
67	67	1069/4	1069/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1084						
67	67	535/2	535/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1085						
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1086						
68	68	268	268	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1087						
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1088						
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1089						
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1090						
68	68	269	269	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1091						
68	68	1077/4	1077/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1092						
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1093						
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1094						
68	68	270	270	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1095						
68	68	1081/4	1081/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1096						
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1097						
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1098						
68	68	271	271	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1099						
68	68	1085/4	1085/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1100						
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1101						
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1102						
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1103						
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1104						
68	68	270	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1105						
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1106						
69	69	272	272	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1107						
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1108						
69	69	273	273	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1109						
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1110						
69	69	274	274	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1111						
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1112						
69	69	275	275	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1113						
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1114						
69	69	272	272	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1115						
69	69	1089/4	1089/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1116						
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1117						
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1118						
69	69	273	273	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1119						
69	69	1093/4	1093/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1120						
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1121						
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1122						
69	69	274	274	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1123						
69	69	1097/4	1097/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1124						
69	69	549/2	549/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1125						
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1126						
69	69	275	275	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1127						
69	69	1101/4	1101/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1128						
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1129						
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1130						
70	70	276	276	0.0	0	0	Chord	4/4	1	1	0	grace8after		1/4	1	1131						
70	70	276	276	0.0	0	0	Chord	4/4	1	1	0	grace4		1/4	1	1132						
70	70	276	276	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1133						
70	70	1113/4	1113/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1134						
70	70	557/2	557/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1135						
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1136						
70	70	279	279	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1137						
70	70	1117/4	1117/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1138						
70	70	559/2	559/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1139						
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1140						
70	70	1105/4	1105/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1141						
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1142						
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1143						
70	70	277	277	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1144						
70	70	1109/4	1109/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1145						
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1146						
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1147						
70	70	278	278	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1148						
71	71	280	280	0.0	0	0	Chord	4/4	1	1	0	grace8after		1/4	1	1149						
71	71	280	280	0.0	0	0	Chord	4/4	1	1	0	grace4		1/4	1	1150						
71	71	280	280	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1151						
71	71	1129/4	1129/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1152						
71	71	565/2	565/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1153						
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1154						
71	71	283	283	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1155						
71	71	1133/4	1133/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1156						
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1157						
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1158						
71	71	1121/4	1121/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1159						
71	71	561/2	561/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1160						
